,0
909966254,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.006765825, 'C': 0.0105598336, 'FA': 0.0014367613, 'GA': 0.0031732849, 'Start': 0.018544336, 'Stub': 0.9595199591}}}}"
1094201417,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0211309619, 'C': 0.0465683318, 'FA': 0.0033228784, 'GA': 0.0061160189, 'Start': 0.6026223109, 'Stub': 0.320239498}}}}"
1078580238,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.03199108, 'C': 0.073245438, 'FA': 0.0042418671, 'GA': 0.0075492997, 'Start': 0.7253860348, 'Stub': 0.1575862804}}}}"
1106333491,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1720881679, 'C': 0.4596007883, 'FA': 0.0048865188, 'GA': 0.0317498072, 'Start': 0.3261788156, 'Stub': 0.0054959022}}}}"
1060701067,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0973241438, 'C': 0.2444745058, 'FA': 0.0062208991, 'GA': 0.017883606, 'Start': 0.5809006507, 'Stub': 0.0531961946}}}}"
1092416288,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1207718246, 'C': 0.2994010158, 'FA': 0.0054954965, 'GA': 0.0233345687, 'Start': 0.529620635, 'Stub': 0.0213764594}}}}"
1103105365,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.1931822057, 'C': 0.2860575433, 'FA': 0.1194432198, 'GA': 0.3643372505, 'Start': 0.029300753, 'Stub': 0.0076790276}}}}"
1079430136,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0178587414, 'C': 0.039936967, 'FA': 0.0035795873, 'GA': 0.0080886335, 'Start': 0.1764749719, 'Stub': 0.7540610989}}}}"
1109436134,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0810842806, 'C': 0.1651268548, 'FA': 0.0061961046, 'GA': 0.023261462, 'Start': 0.6500734835, 'Stub': 0.0742578145}}}}"
1100189662,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0592948177, 'C': 0.1926352246, 'FA': 0.0056619211, 'GA': 0.0120331759, 'Start': 0.6730233717, 'Stub': 0.057351489}}}}"
1102907176,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1803301067, 'C': 0.3781626787, 'FA': 0.0063459207, 'GA': 0.0109603501, 'Start': 0.4124323674, 'Stub': 0.0117685764}}}}"
1112192884,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1857217378, 'C': 0.3922791656, 'FA': 0.0059111606, 'GA': 0.0501573798, 'Start': 0.3564194882, 'Stub': 0.009511068}}}}"
1044450376,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0128601263, 'C': 0.0264386745, 'FA': 0.0020960562, 'GA': 0.0056316593, 'Start': 0.1278211459, 'Stub': 0.8251523377}}}}"
1095044526,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0362223543, 'C': 0.1070238949, 'FA': 0.0047195872, 'GA': 0.0110317255, 'Start': 0.5462973398, 'Stub': 0.2947050982}}}}"
1104635001,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1014514373, 'C': 0.3864624329, 'FA': 0.0044044189, 'GA': 0.0121595764, 'Start': 0.4831317292, 'Stub': 0.0123904051}}}}"
1038680015,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.017019949, 'C': 0.0302489817, 'FA': 0.0029222501, 'GA': 0.007723223, 'Start': 0.2296412318, 'Stub': 0.7124443644}}}}"
1110983467,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0595816179, 'C': 0.1403399969, 'FA': 0.0054884067, 'GA': 0.0151357818, 'Start': 0.6875051059, 'Stub': 0.0919490909}}}}"
1107279930,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0364679262, 'C': 0.193922373, 'FA': 0.0045879088, 'GA': 0.0093895574, 'Start': 0.6843166529, 'Stub': 0.0713155817}}}}"
1001786762,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0544656773, 'C': 0.2624194022, 'FA': 0.0055927529, 'GA': 0.0142749187, 'Start': 0.4888309491, 'Stub': 0.1744162999}}}}"
1093963498,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.006924481, 'C': 0.0086710428, 'FA': 0.0013680495, 'GA': 0.0029044444, 'Start': 0.0153599624, 'Stub': 0.9647720198}}}}"
918256992,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0068282915, 'C': 0.0109175379, 'FA': 0.0013413721, 'GA': 0.0031135158, 'Start': 0.041577908, 'Stub': 0.9362213747}}}}"
1115022704,"{'articlequality': {'score': {'prediction': 'FA', 'probability': {'B': 0.0402060092, 'C': 0.0193143224, 'FA': 0.5293922368, 'GA': 0.4016517611, 'Start': 0.006798458, 'Stub': 0.0026372124}}}}"
1098092701,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0154509273, 'C': 0.0305254557, 'FA': 0.0025649955, 'GA': 0.0063887133, 'Start': 0.1369980697, 'Stub': 0.8080718386}}}}"
1026963110,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0106514062, 'C': 0.0137511661, 'FA': 0.0020300052, 'GA': 0.0042633352, 'Start': 0.107674677, 'Stub': 0.8616294103}}}}"
1095559301,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0212321059, 'C': 0.0387522302, 'FA': 0.002651983, 'GA': 0.0068316829, 'Start': 0.2298768247, 'Stub': 0.7006551733}}}}"
1111917754,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.008594536, 'C': 0.0127100405, 'FA': 0.0015928043, 'GA': 0.003028928, 'Start': 0.0310195671, 'Stub': 0.9430541241}}}}"
1060706902,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0203805326, 'C': 0.0421527829, 'FA': 0.0027506505, 'GA': 0.006227001, 'Start': 0.15540586, 'Stub': 0.773083173}}}}"
1107429109,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.1847844037, 'C': 0.3542102225, 'FA': 0.0251254859, 'GA': 0.4030912875, 'Start': 0.0284681712, 'Stub': 0.0043204291}}}}"
1020846299,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0089892107, 'C': 0.0164528676, 'FA': 0.0016276512, 'GA': 0.0035206342, 'Start': 0.0776384718, 'Stub': 0.8917711645}}}}"
1092426408,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0134046947, 'C': 0.0246970814, 'FA': 0.0025768647, 'GA': 0.0063232231, 'Start': 0.2519466421, 'Stub': 0.701051494}}}}"
1097261199,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0058015056, 'C': 0.0085382078, 'FA': 0.0011465631, 'GA': 0.0025888122, 'Start': 0.014414024, 'Stub': 0.9675108875}}}}"
1033608758,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0519065704, 'C': 0.1237134624, 'FA': 0.0053401605, 'GA': 0.0126480346, 'Start': 0.6906102357, 'Stub': 0.1157815364}}}}"
994023417,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0260352598, 'C': 0.0701734634, 'FA': 0.0038625327, 'GA': 0.0093278483, 'Start': 0.4365999462, 'Stub': 0.4540009496}}}}"
994501003,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0137379225, 'C': 0.0279715013, 'FA': 0.0019962548, 'GA': 0.0050220478, 'Start': 0.0857608629, 'Stub': 0.8655114107}}}}"
1094050369,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1076699255, 'C': 0.2344846741, 'FA': 0.0066136699, 'GA': 0.050716713, 'Start': 0.58027732, 'Stub': 0.0202376975}}}}"
1107876476,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.3217154417, 'C': 0.4147374532, 'FA': 0.0325496113, 'GA': 0.1964641644, 'Start': 0.0290324217, 'Stub': 0.0055009077}}}}"
1098235893,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.016623276, 'C': 0.0286203219, 'FA': 0.0029434361, 'GA': 0.0062038824, 'Start': 0.5359130812, 'Stub': 0.4096960024}}}}"
1061419179,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0261411105, 'C': 0.1034820574, 'FA': 0.0041526079, 'GA': 0.0090090758, 'Start': 0.6574147842, 'Stub': 0.1998003643}}}}"
1114418989,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.190375792, 'C': 0.3446192016, 'FA': 0.0057327191, 'GA': 0.0246697228, 'Start': 0.4196156191, 'Stub': 0.0149869453}}}}"
1101365003,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.056095133, 'C': 0.2510353047, 'FA': 0.006310462, 'GA': 0.0134960802, 'Start': 0.6009358095, 'Stub': 0.0721272105}}}}"
1079550815,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.101445983, 'C': 0.2518405422, 'FA': 0.0052647191, 'GA': 0.0125281465, 'Start': 0.5923678929, 'Stub': 0.0365527163}}}}"
1114424802,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0145539729, 'C': 0.0322554553, 'FA': 0.0023717974, 'GA': 0.005571483, 'Start': 0.2489971938, 'Stub': 0.6962500977}}}}"
1101927317,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1558580324, 'C': 0.4730576531, 'FA': 0.0057715914, 'GA': 0.0316080859, 'Start': 0.3263058691, 'Stub': 0.0073987681}}}}"
1073827690,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.2488497028, 'C': 0.3278373573, 'FA': 0.0064252487, 'GA': 0.0400406346, 'Start': 0.3654410784, 'Stub': 0.0114059782}}}}"
1089008480,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0260390673, 'C': 0.0489017369, 'FA': 0.0041623133, 'GA': 0.007940782, 'Start': 0.6900532066, 'Stub': 0.2229028939}}}}"
1105835401,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.210510019, 'C': 0.6521233145, 'FA': 0.0040944551, 'GA': 0.0262004592, 'Start': 0.1036131057, 'Stub': 0.0034586466}}}}"
1104696112,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.1398215888, 'C': 0.2544044076, 'FA': 0.0690765943, 'GA': 0.5032278114, 'Start': 0.0290168292, 'Stub': 0.0044527686}}}}"
993288548,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0164395949, 'C': 0.0233609173, 'FA': 0.0030656325, 'GA': 0.006361543, 'Start': 0.3507578839, 'Stub': 0.6000144284}}}}"
998414015,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0064145931, 'C': 0.0072919381, 'FA': 0.0011517571, 'GA': 0.0023538669, 'Start': 0.0156692024, 'Stub': 0.9671186425}}}}"
1053849574,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.2264271226, 'C': 0.3306288744, 'FA': 0.0063710062, 'GA': 0.0519728705, 'Start': 0.3702102299, 'Stub': 0.0143898963}}}}"
1114971095,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1875965399, 'C': 0.4243408947, 'FA': 0.0379367331, 'GA': 0.3056105476, 'Start': 0.0377817253, 'Stub': 0.0067335595}}}}"
919356105,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0336152304, 'C': 0.067392292, 'FA': 0.0054021363, 'GA': 0.0105478477, 'Start': 0.6844980121, 'Stub': 0.1985444815}}}}"
1095185542,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0499563205, 'C': 0.2179345564, 'FA': 0.0061088552, 'GA': 0.0116178443, 'Start': 0.6413429537, 'Stub': 0.0730394699}}}}"
1113466121,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1149993224, 'C': 0.2892434618, 'FA': 0.0058485878, 'GA': 0.0189357519, 'Start': 0.5390936476, 'Stub': 0.0318792285}}}}"
1080104315,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0466781402, 'C': 0.1198761513, 'FA': 0.0057722932, 'GA': 0.0137200946, 'Start': 0.7108271245, 'Stub': 0.1031261962}}}}"
1112281218,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.1198295142, 'C': 0.2788394326, 'FA': 0.0057509339, 'GA': 0.0105010413, 'Start': 0.5609840492, 'Stub': 0.0240950288}}}}"
1108640753,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0291717984, 'C': 0.083147069, 'FA': 0.0050329087, 'GA': 0.0090917859, 'Start': 0.4039383972, 'Stub': 0.4696180407}}}}"
1091483288,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0226350627, 'C': 0.0343449523, 'FA': 0.0032633472, 'GA': 0.0076498139, 'Start': 0.382486283, 'Stub': 0.5496205409}}}}"
1112281129,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0238255322, 'C': 0.0684816326, 'FA': 0.0042941963, 'GA': 0.007697179, 'Start': 0.6719569525, 'Stub': 0.2237445075}}}}"
1080373501,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1478563016, 'C': 0.4749288403, 'FA': 0.0106203686, 'GA': 0.2965824501, 'Start': 0.0633727331, 'Stub': 0.0066393062}}}}"
1071576384,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0076110422, 'C': 0.0118145409, 'FA': 0.0013937013, 'GA': 0.0032870619, 'Start': 0.0571262137, 'Stub': 0.9187674399}}}}"
1113688253,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1283936056, 'C': 0.7048447515, 'FA': 0.004182485, 'GA': 0.0064465554, 'Start': 0.1513427734, 'Stub': 0.004789829}}}}"
978173646,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0066045471, 'C': 0.0075705664, 'FA': 0.0011597783, 'GA': 0.0023554597, 'Start': 0.0142798834, 'Stub': 0.9680297651}}}}"
1090001664,"{'articlequality': {'score': {'prediction': 'B', 'probability': {'B': 0.2784909942, 'C': 0.2776278018, 'FA': 0.0069890799, 'GA': 0.2613855387, 'Start': 0.1659527736, 'Stub': 0.0095538116}}}}"
1110419834,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0561804596, 'C': 0.1139123159, 'FA': 0.0071731514, 'GA': 0.0134295785, 'Start': 0.6859179869, 'Stub': 0.1233865077}}}}"
1107079359,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0222686461, 'C': 0.0495886954, 'FA': 0.0041818792, 'GA': 0.0090258934, 'Start': 0.5158825542, 'Stub': 0.3990523317}}}}"
1073823015,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0468959236, 'C': 0.1642017166, 'FA': 0.0046775743, 'GA': 0.0076449955, 'Start': 0.7397902493, 'Stub': 0.0367895407}}}}"
1036757024,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0247062161, 'C': 0.0571473512, 'FA': 0.0050237155, 'GA': 0.0119714535, 'Start': 0.3015986839, 'Stub': 0.5995525799}}}}"
1075914314,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0211277878, 'C': 0.0426997429, 'FA': 0.0042320601, 'GA': 0.0090942814, 'Start': 0.3846115812, 'Stub': 0.5382345465}}}}"
1112193748,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0062048276, 'C': 0.0080217212, 'FA': 0.0012064327, 'GA': 0.0028396101, 'Start': 0.0153633842, 'Stub': 0.9663640241}}}}"
1079379844,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0064984706, 'C': 0.0088001702, 'FA': 0.0011900246, 'GA': 0.0023663096, 'Start': 0.015386308, 'Stub': 0.9657587171}}}}"
1111537825,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0093966994, 'C': 0.011237324, 'FA': 0.0015163168, 'GA': 0.0030560745, 'Start': 0.0613472201, 'Stub': 0.9134463651}}}}"
1107713309,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.009764016, 'C': 0.0187592798, 'FA': 0.0018130702, 'GA': 0.0041309368, 'Start': 0.0436582936, 'Stub': 0.9218744036}}}}"
1064464792,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0120624368, 'C': 0.020516108, 'FA': 0.0019507747, 'GA': 0.004163652, 'Start': 0.054520957, 'Stub': 0.9067860713}}}}"
1064459314,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0119185673, 'C': 0.0206903476, 'FA': 0.0018623588, 'GA': 0.0040547622, 'Start': 0.0687426248, 'Stub': 0.8927313393}}}}"
1053459025,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0197785455, 'C': 0.0489160946, 'FA': 0.0025463426, 'GA': 0.0055064845, 'Start': 0.0888634492, 'Stub': 0.8343890837}}}}"
1053460621,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0067051399, 'C': 0.0105222875, 'FA': 0.0013110157, 'GA': 0.0031089378, 'Start': 0.0224574821, 'Stub': 0.955895137}}}}"
1019766063,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0269321602, 'C': 0.0410903645, 'FA': 0.0041822804, 'GA': 0.0083648555, 'Start': 0.4668929464, 'Stub': 0.4525373931}}}}"
1110540602,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0148554337, 'C': 0.023675966, 'FA': 0.0028182434, 'GA': 0.0059578854, 'Start': 0.2835106338, 'Stub': 0.6691818377}}}}"
1102198843,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0074755153, 'C': 0.0134904952, 'FA': 0.0015823468, 'GA': 0.0034476169, 'Start': 0.0391265735, 'Stub': 0.9348774523}}}}"
1053469601,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0067920074, 'C': 0.0086384251, 'FA': 0.0012586301, 'GA': 0.0030025513, 'Start': 0.0160714478, 'Stub': 0.9642369383}}}}"
1053459748,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0064824294, 'C': 0.0086447743, 'FA': 0.0012420248, 'GA': 0.0029684008, 'Start': 0.0150462252, 'Stub': 0.9656161454}}}}"
1028900891,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0060953849, 'C': 0.0069176557, 'FA': 0.0010525351, 'GA': 0.0021164862, 'Start': 0.0124097124, 'Stub': 0.9714082256}}}}"
1053461144,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0072252583, 'C': 0.0100766909, 'FA': 0.0013439624, 'GA': 0.003280193, 'Start': 0.0192103189, 'Stub': 0.9588635765}}}}"
1113203380,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0069571103, 'C': 0.0094704665, 'FA': 0.0013163715, 'GA': 0.0030650741, 'Start': 0.0186723948, 'Stub': 0.9605185829}}}}"
1105550472,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0126434857, 'C': 0.0174948513, 'FA': 0.0019216504, 'GA': 0.0057606227, 'Start': 0.0794553127, 'Stub': 0.8827240773}}}}"
1104772844,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0193522721, 'C': 0.0404849164, 'FA': 0.0034412418, 'GA': 0.0083404792, 'Start': 0.4332142361, 'Stub': 0.4951668543}}}}"
1105529195,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.2512012117, 'C': 0.3713912061, 'FA': 0.0208744072, 'GA': 0.3157419255, 'Start': 0.0332683873, 'Stub': 0.0075228622}}}}"
1114575861,"{'articlequality': {'score': {'prediction': 'GA', 'probability': {'B': 0.115224866, 'C': 0.0931676806, 'FA': 0.1485294089, 'GA': 0.6265586758, 'Start': 0.0121468117, 'Stub': 0.004372557}}}}"
1087791055,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0076411618, 'C': 0.0088590422, 'FA': 0.0011566725, 'GA': 0.0021755584, 'Start': 0.0200229274, 'Stub': 0.9601446377}}}}"
1108136082,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0342918618, 'C': 0.0910351507, 'FA': 0.0049461625, 'GA': 0.0125793571, 'Start': 0.6591034503, 'Stub': 0.1980440177}}}}"
871672690,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0060520311, 'C': 0.0077861601, 'FA': 0.0011197584, 'GA': 0.00264393, 'Start': 0.0125152287, 'Stub': 0.9698828917}}}}"
1081277226,"{'articlequality': {'score': {'prediction': 'C', 'probability': {'B': 0.1724625252, 'C': 0.4712832723, 'FA': 0.0054342272, 'GA': 0.0290841378, 'Start': 0.3118328475, 'Stub': 0.0099029898}}}}"
1076646666,"{'articlequality': {'score': {'prediction': 'Start', 'probability': {'B': 0.0807019616, 'C': 0.2626845738, 'FA': 0.0040590442, 'GA': 0.0088158043, 'Start': 0.6156434364, 'Stub': 0.0280951796}}}}"
1107102259,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0196209791, 'C': 0.0424065651, 'FA': 0.003969845, 'GA': 0.0095277442, 'Start': 0.2656754949, 'Stub': 0.6587993717}}}}"
1099408586,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0152912782, 'C': 0.0395617202, 'FA': 0.0033037771, 'GA': 0.0073019769, 'Start': 0.3255581988, 'Stub': 0.6089830489}}}}"
1003396569,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0062551755, 'C': 0.0082674526, 'FA': 0.0010648476, 'GA': 0.0022143725, 'Start': 0.0127162173, 'Stub': 0.9694819345}}}}"
1095470855,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0078941859, 'C': 0.0090024053, 'FA': 0.0013106321, 'GA': 0.0026989899, 'Start': 0.0186685669, 'Stub': 0.9604252198}}}}"
1054271575,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0082361606, 'C': 0.0088103424, 'FA': 0.0012574446, 'GA': 0.0023563086, 'Start': 0.0200750912, 'Stub': 0.9592646525}}}}"
1024544204,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0121937847, 'C': 0.0312855214, 'FA': 0.0022465572, 'GA': 0.0048731621, 'Start': 0.2102130571, 'Stub': 0.7391879175}}}}"
1079490106,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0083873206, 'C': 0.0241254863, 'FA': 0.0016876506, 'GA': 0.0040481433, 'Start': 0.0745228584, 'Stub': 0.887228541}}}}"
1113903559,"{'articlequality': {'score': {'prediction': 'Stub', 'probability': {'B': 0.0064743823, 'C': 0.0056669355, 'FA': 0.0016031586, 'GA': 0.0019500072, 'Start': 0.0413080136, 'Stub': 0.9429975029}}}}"
